Acc	Feature	Taxa	SRR532024	SRR532015	SRR532006	SRR532040	SRR532504	SRR532507	SRR638753	SRR640357	SRR640340	SRR640452	SRR640499	SRR545546	SRR062353	SRR062357	SRR062301	SRR062276	SRR1804686	SRR1804628	SRR514191	SRR514180	SRR513168	SRR514231	SRR513448	SRR062435	SRR062441	SRR062389	SRR062413	SRR062402	SRR062396	SRR346673	SRR346681	SRR062371	SRR062372	SRR062462	SRR062415	SRR528423	SRR528353	SRR528300	SRR528261	SRR528183	SRR528155	SRR532178	SRR532183	SRR532190	SRR532191	SRR533152	SRR533153
0000027	[BP] ribosomal large subunit assembly	g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	0	11	0	0	0	0	1	6	3	4	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Kingella.s__Kingella_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lachnoanaerobaculum.s__Lachnoanaerobaculum_saburreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	6
0000027	[BP] ribosomal large subunit assembly	g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	13	13	19	15	8	25	19	4	13	6
0000027	[BP] ribosomal large subunit assembly	g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_ICM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_oral_taxon_082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lachnospiraceae_noname.s__Lachnospiraceae_oral_taxon_107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lactobacillus.s__Lactobacillus_crispatus	0	0	0	0	0	0	0	0	0	0	0	0	35	74	48	69	0	0	0	380	462	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lactobacillus.s__Lactobacillus_gasseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lactobacillus.s__Lactobacillus_iners	0	0	0	0	0	0	0	0	0	0	0	0	5	18	42	43	62	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lactobacillus.s__Lactobacillus_sp_7_1_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lactobacillus.s__Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Lautropia.s__Lautropia_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	6	0	0	5	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Leptotrichia.s__Leptotrichia_hofstadii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Leptotrichia.s__Leptotrichia_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Leptotrichia.s__Leptotrichia_sp_oral_taxon_215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Leptotrichia.s__Leptotrichia_wadei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	17	0	6	11	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Megasphaera.s__Megasphaera_micronuciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	40	75	133	170	51	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Neisseria.s__Neisseria_cinerea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	6	22	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Neisseria.s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	15	15	5	5	0	0	0	0	0	0	36	42	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	3	0	0	0	0	5	0	18	22	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Neisseria.s__Neisseria_lactamica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	9	21	0	0	0	0	0	0	5	3	14	24	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Neisseria.s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	7	10	0	0	0	0	0	0	5	12	12	14	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	9	10	29	0	0	0	0	10	10	15	8	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	19	19	12	6	4	0	25	4	0	6
0000027	[BP] ribosomal large subunit assembly	g__Oribacterium.s__Oribacterium_sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	5	55	48	81	141	62	45	4	8	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	10	20	52	26	13	13	20	33	25	39	33
0000027	[BP] ribosomal large subunit assembly	g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	23	13	13	29	61	82	17	54	50
0000027	[BP] ribosomal large subunit assembly	g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	27	20	15	22	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Parvimonas.s__Parvimonas_micra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Peptostreptococcaceae_noname.s__Eubacterium_yurii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Peptostreptococcus.s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	5	11	45	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Porphyromonas.s__Porphyromonas_catoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	11	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Porphyromonas.s__Porphyromonas_endodontalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	39	11	34	10	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Porphyromonas.s__Porphyromonas_sp_oral_taxon_279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	0	94	70	16	0	43	57	57	98	10	5	95	108	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_baroniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1088	761	1079	967	1000	835	71	61	58	46	101	112
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_loescheii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	6	0	5	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_maculosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_nanceiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	23	0	23	44	33	95	93	5	0	21	43	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_oris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	11	11	10	11	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_oulorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_pleuritidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	8	0	0	0	0	0	0	0	0	51	29	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_saccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_salivae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	38	22	84	89	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Prevotella.s__Prevotella_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Propionibacterium.s__Propionibacterium_acnes	56	18	43	44	88	15	0	0	0	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Propionibacterium.s__Propionibacterium_propionicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Pseudomonas.s__Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	13	0	19	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Rothia.s__Rothia_aeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	4	2	0	6	0	0	0	0	27	3	2	11	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2301	0	1	1	2	7	5	6	9	10	17	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	12	15	8	4	25	7	21	36	57	49	15	7	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	6	6	25	10	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Ruminococcus.s__Ruminococcus_lactaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0
0000027	[BP] ribosomal large subunit assembly	g__Selenomonas.s__Selenomonas_flueggei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Selenomonas.s__Selenomonas_noxia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Selenomonas.s__Selenomonas_sputigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Simonsiella.s__Simonsiella_muelleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Solobacterium.s__Solobacterium_moorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	13	21	85	113	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Staphylococcus.s__Staphylococcus_epidermidis	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Stomatobaculum.s__Stomatobaculum_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	33	30	25	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	20	24	11	5	25	52	120	92	42	19	22	39	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_constellatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	0	0	0	0	3	0	17	8	14	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	14	28	15	12	31	18	95	48	13	17	24	40	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	415	0	15	14	5	22	15	36	59	42	10	20	24	32	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	14	14	0	0	64	49	126	115	37	21	2	18	0	0	6	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	28	0	0	21	15	72	48	27	13	0	26	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_pseudopneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	29	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	16	10	41	45	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	7	7	0	3	0	0	3	0	5	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_sp_SK140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	41	122	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	40	0	31	57	39	161	129	35	35	63	89	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Streptococcus.s__Streptococcus_vestibularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	7	13
0000027	[BP] ribosomal large subunit assembly	g__Tannerella.s__Tannerella_forsythia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Treponema.s__Treponema_lecithinolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Treponema.s__Treponema_medium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Ureaplasma.s__Ureaplasma_parvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	22	108	148	327	249	39	80	8	6	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Veillonella.s__Veillonella_dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	21	16	221	235	346	309	39	63	12	28	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	15	8	5	5	98	79	162	191	51	28	16	11	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	g__Veillonella.s__Veillonella_sp_3_1_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000027	[BP] ribosomal large subunit assembly	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	19	25	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0000030	[MF] mannosyltransferase activity	g__Actinobaculum.s__Actinobaculum_sp_oral_taxon_183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000030	[MF] mannosyltransferase activity	g__Actinomyces.s__Actinomyces_graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	4	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0
